epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.2153792928721749,0.08080959033922869,0.44047410937323084,0.6791570288115654,0.08080959033922873,0.26408939499665957,16.41156241705644,1038916.5572561951,2e-05,387.62,237.77,149.85
2,1,0.06578692169133202,0.06000548708979967,0.5811036001896897,0.7519763554303927,0.0600054870897997,0.20408442009378364,17.925462129611326,2652744.365438779,4e-05,390.45,241.04,149.41
3,1,0.054122278162577406,0.05269852966586079,0.6375393152428902,0.7759522132683492,0.05269852966586077,0.18792757588092257,18.380535119205664,8948149.164305998,6e-05,388.93,239.63,149.30
4,1,0.048909401281072525,0.0489282844927096,0.669473906190115,0.7889359993875122,0.0489282844927096,0.1792944554425476,18.646856535652027,13289367.532715067,8e-05,388.84,238.71,150.13
5,1,0.04607565391017716,0.04657824578336568,0.6849830440948935,0.7969376649977504,0.046578245783365675,0.17339431706833955,18.842355042839973,15183839.351247285,0.0001,388.13,237.95,150.18
6,1,0.043994888751184444,0.04499239311890972,0.693507650744128,0.8033933663281841,0.044992393118909735,0.16923485077833592,18.954320820825302,18705964.777891394,0.0001,389.16,239.49,149.67
7,1,0.04271541666002866,0.044387498844996806,0.6982236218289285,0.8073771665541638,0.04438749884499684,0.1672280794294512,19.07357695022067,21833646.047062542,9.999900307360887e-05,388.51,238.87,149.63
8,1,0.041852474439138726,0.043316297123625544,0.703054137180009,0.811455048320758,0.043316297123625565,0.1656135736024322,19.17323023647118,20630552.08728331,9.999601233459154e-05,386.73,237.35,149.38
9,1,0.040973698351863506,0.042989489354715096,0.7057340623100022,0.8144243396038786,0.04298948935471511,0.16417993979165615,19.26346350867967,25597477.638299916,9.999102790341454e-05,391.27,241.48,149.79
10,1,0.040412221441954756,0.04206022427562811,0.7093558564854129,0.8176730183491576,0.042060224275628104,0.16252295830363525,19.275712922767358,26719396.63697736,9.998404998085001e-05,389.22,239.07,150.14
11,1,0.03983849411603814,0.041904801274117415,0.7110101426329206,0.8195967068850706,0.0419048012741174,0.16169050988259812,19.319250001231637,31013658.94009427,9.997507884796767e-05,387.41,237.58,149.83
12,1,0.03941343700726214,0.041223529847743766,0.7137465351493654,0.8205782285922967,0.04122352984774372,0.160612090078337,19.40335055710613,34640059.8539505,9.996411486612346e-05,390.85,241.44,149.41
13,0,0.039473787408166594,0.0417237310466355,0.7146164930385092,0.8219452452352466,0.04172373104663551,0.16060385153585394,19.349519325723204,35029909.87728113,9.995115847694492e-05,390.43,240.66,149.77
14,1,0.03875169865347567,0.041047069997693204,0.7149092549527133,0.8219287316292381,0.04104706999769318,0.16044765925589774,19.395501583286723,37159274.215205885,9.993621020231358e-05,389.30,239.59,149.71
15,1,0.03837805616917822,0.04055049294986778,0.7176434293317334,0.8250178073963297,0.04055049294986779,0.15887409004708228,19.50886186040734,37373065.86506048,9.991927064434372e-05,392.58,243.06,149.52
16,1,0.03816161495878508,0.040297279239372735,0.7185685551828809,0.8252619624425823,0.040297279239372735,0.15865536268062638,19.459673343649232,40603938.073091276,9.990034048535828e-05,390.57,240.65,149.92
17,1,0.03796246435033485,0.04022852248315747,0.7194685020308563,0.8262660035956501,0.04022852248315746,0.1582120131407287,19.515392186369105,41462352.60979869,9.98794204878613e-05,389.60,239.52,150.08
18,1,0.03788071321306612,0.040055906875493916,0.7203076182116249,0.8273893277522254,0.04005590687549392,0.1576746157258029,19.55566267038121,44521609.55981668,9.985651149450725e-05,387.41,237.13,150.28
19,0,0.03755060996954919,0.04008841046151642,0.7203575529146118,0.8268299303145032,0.040088410461516434,0.15794696518176515,19.472029615715506,45774005.88708466,9.983161442806699e-05,387.26,236.48,150.79
20,0,0.03727483032727631,0.040302784945485844,0.7208239771365735,0.8275217207061688,0.040302784945485864,0.15739868482913755,19.494261968538957,46314086.94222257,9.980473029139078e-05,390.46,240.04,150.42
21,0,0.037045735985838456,0.040179805261729304,0.7219898640485586,0.8288111926180921,0.040179805261729325,0.15665100505890478,19.52844438844641,48621626.01526171,9.97758601673677e-05,388.87,238.76,150.11
22,1,0.03694542645292522,0.039439597630486434,0.7230660301331736,0.8300392626756248,0.0394395976304864,0.15667066989157608,19.625852954560433,48930165.76361765,9.974500521888213e-05,391.61,241.33,150.28
23,1,0.03679512807433434,0.03932974437152707,0.7239287195190331,0.8306449754418574,0.03932974437152706,0.15558665354950607,19.603139981747443,48668242.56043208,9.971216668876691e-05,394.50,243.68,150.81
24,0,0.03660670216592492,0.03939495039593888,0.7242177959513549,0.8309482446423283,0.039394950395938905,0.15547368410620807,19.687434927468907,50773926.59555128,9.967734589975323e-05,395.34,244.97,150.37
25,0,0.036828503725938704,0.039507417137256175,0.7243366865096269,0.83070650027282,0.03950741713725618,0.1558486253125128,19.629205656512347,51107685.36420189,9.964054425441743e-05,395.45,245.10,150.36
26,1,0.03631422643341841,0.03913271495616499,0.7252053265218381,0.8315480626195717,0.039132714956164986,0.1552436872896845,19.66480217271765,49563509.112571135,9.960176323512438e-05,397.04,246.62,150.42
