epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.9076188415491662,1.54477534878657,0.008133475714000978,0.007573969963544183,2.0909916632561294,1.707012511825792,-8.393712914796268,-64220.506455043134,0.00016,317.37,172.98,144.39
2,0,2.621459492372007,4.836199279856564,0.0037285251838371013,0.0016720738153554447,8.672796964069496,2.8647448149856163,-20.09989677995875,-114663.67303527525,0.00032,318.17,172.76,145.41
3,0,5.457423941294352,43.11532137532166,-0.03385858358207928,0.0023169112996693705,85.23077616138735,30.59251795183633,-44.077691039025495,-60563.710633979616,0.00048,317.01,172.63,144.38
4,0,18.20319773615623,40.97334976472716,-0.0018424054001137987,0.003998645376354021,80.94879412996596,28.094752237992587,-41.48833434478097,-82995.75744870979,0.00064,317.11,172.60,144.51
5,0,61.33340434119815,99.34395508604923,1.5365489837418754e-05,0.0009807121705263573,197.68800068362324,47.453879185920755,-46.242403749106586,-154537.68757935642,0.0008,317.29,172.37,144.92
6,0,113.29933277571283,118.28273016703888,-3.346427055252344e-05,0.00176062844122832,235.56546033407756,49.53555425238494,-47.72174729241265,-168927.492336522,0.0008,317.39,172.34,145.05
7,0,116.80870262716903,117.76750309340619,-2.1587524246044637e-06,0.001678585079973811,234.5350061868124,49.31180025644348,-47.67861601926278,-172648.75834443563,0.0007999919540991261,318.88,173.30,145.58
8,0,116.79363305747104,118.39346553968345,-5.7862186923780575e-05,0.00149802387978714,235.78693107936692,49.15192174681143,-47.72491830558592,-174027.67418371353,0.0007999678167205924,317.55,173.01,144.54
9,0,116.87594599302123,118.21239167365472,-4.475387037428328e-05,0.0013904557851590845,235.4247833473095,48.50493904012413,-47.712609989055686,-175649.54907191533,0.0007999275888366487,317.42,172.63,144.79
10,0,117.24700159604858,118.30878515750317,-7.883995868355837e-05,0.0013593142919463403,235.61757031500628,47.245367301259066,-47.71982459284833,-176213.57781827226,0.0007998712720676683,316.90,172.56,144.34
11,0,117.30335540771485,123.35878698837345,-3.054769285680112e-05,0.0009559880139325591,245.71757397674708,51.55810112423367,-48.08135767950528,-161910.1658291067,0.0007997988686820825,317.24,172.98,144.25
12,0,118.23421805245536,118.75110661695538,-3.478646478447287e-05,0.00129393937624302,236.5022132339109,47.959226361795324,-47.74516889784071,-175558.23145847904,0.0007997103815962893,317.16,172.61,144.55
13,0,118.0442081684969,119.30697760374647,-4.67551541311003e-05,0.0013124676579141321,237.613955207493,47.97971249548134,-47.782623532889545,-173110.12715380048,0.0007996058143745353,317.55,172.57,144.97
14,0,118.3581087696309,119.34743021075856,-2.3673753297843273e-06,0.0012471773970989142,237.69486042151703,47.77277998071938,-47.78746704202919,-173969.27333895172,0.0007994851712287732,317.65,172.85,144.80
15,0,71.30032124162531,11.182547447762046,-0.009397301106693467,0.04742244085530944,21.391406650128573,3.4892585769943567,-28.060942663662676,-1284451.7160678923,0.0007993484570184912,317.00,172.74,144.26
16,0,24.30619067756497,55.008663502292364,0.0018808339631030558,0.01127317844376031,109.04880348150282,28.03446966784012,-41.52795921316469,-138229.45355725876,0.0007991956772505179,316.70,172.54,144.16
