epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.6057311341200285,0.4024410572532478,0.5222317878742977,0.6423676558496101,0.10113240814523954,0.3147390997084073,14.014994540223162,901935.3114230296,5.9999999999999995e-05,439.39,258.12,181.28
2,1,0.31028382887645645,0.2652701753161151,0.6821705659326358,0.778442885889115,0.05503311710234193,0.18331004866478026,17.577645828188817,4335097.86837636,0.00011999999999999999,437.47,256.50,180.96
3,1,0.24199149405875173,0.24283207191900258,0.7083110701542004,0.8056579356646715,0.04740462057002043,0.16788027333146194,18.439190304660166,9327194.177741386,0.00017999999999999998,452.62,262.89,189.74
4,1,0.22633999892238046,0.23553891747932426,0.7171237413150756,0.8152427751543245,0.04618953464985768,0.16292497156098446,18.37596585517287,18051074.044250723,0.00023999999999999998,1064.94,744.05,320.89
5,1,0.21810710834943248,0.23051906467046931,0.7230738530514444,0.8221988344206876,0.04489071864386998,0.1604156601460722,18.092257283240265,23860667.17543413,0.0003,468.96,281.98,186.98
6,1,0.21288394350854178,0.22501862491616678,0.7292604743176875,0.829005046125059,0.04213500426554862,0.15476490955396377,19.010031861666818,28006037.83579916,0.0003,471.28,278.77,192.51
