epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.06529809624514207,0.031700656000950664,0.5740374136182229,0.7569219758209207,0.06047731501480712,0.200947269887308,18.089587088752292,3473846.490426983,0.00016,489.58,233.94,255.65
2,1,0.028799279933782663,0.027034363143997868,0.6554877641168385,0.7918249292842048,0.05136111210251824,0.18257101010921112,18.89901966250077,10511287.175705794,0.00032,489.23,233.51,255.72
3,1,0.025646694724251625,0.02551458864480305,0.6741878108845817,0.8060317149868718,0.048281079948536344,0.17532601239888565,19.14432270515368,13760242.628385216,0.00048,488.48,233.80,254.67
4,1,0.024278831933023166,0.024718534712036312,0.680422693874909,0.8137160436446732,0.04723513830039236,0.16992370363162912,19.360261899453622,12399928.396014528,0.00064,502.21,243.31,258.89
5,1,0.02401461500395723,0.024275904038063165,0.6946736560975488,0.8186646719101739,0.045873893331136444,0.16557283151816823,19.36741309311847,17982874.505740665,0.0008,490.28,233.12,257.16
6,1,0.022863140018010625,0.023426199337128622,0.6934000985058033,0.8211194604827202,0.04482904854777978,0.16491510983010613,19.418906506708854,26979603.57250311,0.0008,491.93,233.86,258.07
7,1,0.022023983682398083,0.02323215713817477,0.6755209528449653,0.8228064731555285,0.04459116134894547,0.16303902106500573,19.502182353137965,16892427.352142252,0.0007999919540991261,500.00,239.95,260.05
8,1,0.021687322429248264,0.02250767615511294,0.709207971026932,0.8268018021051818,0.04270444979483259,0.15993144546130045,19.833460699532917,36348630.70731576,0.0007999678167205924,494.22,236.25,257.97
9,0,0.021370083694251217,0.023063655056347318,0.665500748536629,0.8278583391853,0.044223119514497915,0.15941242877267986,19.41734221630434,29634477.574200984,0.0007999275888366487,496.03,233.09,262.94
10,1,0.020981733971053646,0.022253617031301774,0.7161944957507022,0.8285625414763864,0.042156767718727894,0.15815485744840568,19.800865531159676,36891469.21654089,0.0007998712720676683,499.42,236.21,263.20
11,1,0.020766078417195754,0.021732850742995757,0.7187689033347435,0.8300869610286565,0.04193674974914358,0.15834692469985492,20.01513034095703,59727704.447254494,0.0007997988686820825,503.09,238.84,264.26
12,0,0.020812424353393567,0.022425733742884528,0.7158947664278524,0.824955726183363,0.04239466213643695,0.1594045886532936,19.836659287868873,43540998.25631761,0.0007997103815962893,495.91,242.02,253.90
13,1,0.020552767373520096,0.021356911588184254,0.7224387594419209,0.8339729960557919,0.04108074765679413,0.15565133158075542,20.077477482781894,92268855.9716242,0.0007996058143745353,498.88,235.59,263.29
