epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.0841037304493305,0.051676051897386555,0.6761871494872277,0.7776381780111049,0.05418637325818433,0.1836518607996232,18.456768949898414,1849242.1763156038,0.0006000000000000001,488.89,305.32,183.57
2,1,0.04832696257805338,0.048171248700883615,0.6979689687903636,0.7949148303345789,0.049774297012507566,0.1739731277370036,18.893488111758487,1959325.2832413632,0.0012000000000000001,432.92,252.81,180.11
3,0,0.0451058277737797,0.048866318727033044,0.7013226539848654,0.7996267425695385,0.04970680706701486,0.17325372053529212,18.994197024957995,1521065.6995383278,0.0018,426.61,238.38,188.23
4,1,0.0441763378054647,0.04556822587573339,0.7070329350976788,0.8046686921537414,0.04927665995752414,0.17055306733193493,18.760486465585934,1618722.2307712645,0.0024000000000000002,418.55,236.42,182.13
5,1,0.04330385315174959,0.04543586925303858,0.7103957612518808,0.8070231076582192,0.049643072878812027,0.1668162864118497,19.00505203594279,1879062.9198091633,0.0024000000000000002,477.20,282.78,194.42
6,0,0.04256948959800391,0.04571585309584506,0.7105715316367576,0.8100593858558489,0.04863970658390283,0.16862984026486744,19.16940408426522,1338973.4693312843,0.003,449.92,257.92,192.01
7,1,0.04148454860765107,0.043266983498812216,0.7141900540883219,0.8131962799872647,0.046258196989192236,0.1661573984110621,19.503965316298785,1538461.4698309973,0.003,431.73,260.84,170.88
8,0,0.041372240346575544,0.043337346979573976,0.7159902548991175,0.816930876634244,0.04601836493599958,0.1640821137739301,19.446516470231757,1363329.781612061,0.0029999698001793233,414.83,240.74,174.09
9,1,0.04054866502074157,0.04296264926041609,0.718076887596844,0.819042894575331,0.04623886319287144,0.16405813758251583,19.571392267038238,1532595.9220749247,0.0029998792019337375,400.25,228.32,171.94
10,0,0.03992288888446868,0.04301712507940043,0.716321399946253,0.818249399687886,0.045466604332503414,0.16460870820127005,19.614663448107635,1582397.0707944997,0.002999728208912527,395.98,227.31,168.66
11,1,0.03961164954027621,0.042642254342701344,0.7176479901777877,0.8189357022743807,0.04570476357428956,0.1633767819524961,19.65919051401247,1788587.1212508765,0.0029995168271976682,399.97,228.91,171.06
12,1,0.039430297313093325,0.04190938488795666,0.7218246882474875,0.8245098348935254,0.04553517049580052,0.16151832282297673,19.83137646549218,1860928.620441339,0.002999245065303586,398.57,228.02,170.54
13,1,0.03897833261900748,0.04126725482825701,0.7246065798212012,0.8258762566444983,0.044982467681657534,0.1592213657978598,19.79336940185933,1774400.556270604,0.0029989129341768104,401.41,227.93,173.48
14,0,0.03866610162112177,0.05303323259309568,0.7085729815741009,0.8241900187288874,0.0459122854740218,0.16317181106711431,19.783638984437975,1844578.005750425,0.0029985204471955334,404.79,230.67,174.12
15,1,0.03849825067044386,0.04118099329053385,0.7242404251590129,0.827247388228274,0.0445501736189548,0.15942914829313792,19.871223724293188,1464995.4897763827,0.002998067620169075,404.86,232.24,172.62
16,1,0.0382946977539668,0.04070962155610168,0.7268723803925088,0.8295803430905802,0.04249177408277965,0.15708050386437886,19.89926105362837,3020107.022576539,0.0029975544713372404,406.05,233.11,172.94
17,0,0.038279585178747196,0.04109761599726005,0.722842202204309,0.826215246953901,0.04324321101236432,0.15973945616663807,19.932210881235324,2337769.264791978,0.0029969810213695907,413.82,242.41,171.41
18,0,0.03800340861149656,0.04156493516674426,0.7212411522362303,0.8210016845075965,0.048142312130497265,0.15871766448374228,19.79642575328935,2895179.21809346,0.0029963472933646064,401.02,227.73,173.29
19,0,0.03791045085643154,0.04099218453033064,0.7238673673280636,0.826611095962693,0.04507656866616817,0.15816024984578328,19.880709839173775,3036740.1981426515,0.0029956533128487595,397.86,226.98,170.88
20,1,0.03798368752948821,0.04026184747658368,0.7257453872181695,0.82884547849101,0.0430546721018011,0.15783917378452328,19.996785622992046,3808745.823430033,0.002994899107775484,427.50,252.67,174.82
21,1,0.03774274587631225,0.04006152061278837,0.7276421955174559,0.8305307311395672,0.04229583383925365,0.15650812765369698,19.99219442807888,4502192.377938994,0.00299408470852405,404.37,230.34,174.03
22,1,0.03768845172155471,0.039933915355729106,0.727094642723663,0.8302028438928546,0.04268886333771959,0.1571278875524892,20.06373912894824,3214647.757889271,0.0029932101478983403,407.62,234.65,172.96
23,0,0.03764704082017583,0.04026067513214288,0.7261122662139173,0.8293054893789508,0.04265874678630929,0.15698147335785662,19.952104037895914,3253458.2320363927,0.00299227546112553,400.16,229.21,170.95
24,0,0.03762329278889697,0.04019559750672876,0.7252979928622745,0.8274793600925893,0.04357625365965345,0.1580926278059277,19.981288138273275,4634818.7826802125,0.0029912806858546663,398.57,227.96,170.61
25,0,0.03737999441402029,0.040355807079328974,0.726030429216281,0.8297623037357802,0.043894189331506135,0.15712950677607754,19.95350640304409,6867229.395755602,0.002990225862155151,400.13,227.73,172.39
26,0,0.03734111939968706,0.04001020686990981,0.7284054201674888,0.831541803974403,0.04198986459175386,0.15542601104934267,20.057387902694988,6372582.347273601,0.00298911103251513,398.41,228.08,170.33
27,1,0.037303055116649116,0.039741486089402527,0.728756682506785,0.8314829109805834,0.043745751690470555,0.15523653323837905,20.036938154915383,13007046.794856342,0.002987936241839778,401.92,228.10,173.82
28,0,0.037224865013779966,0.03991286807781677,0.7284351179631857,0.8327258626380455,0.041928845083669224,0.1550078980859705,20.08745063105716,9331912.234438092,0.0029867015374494916,404.04,230.65,173.39
29,0,0.03725394875554541,0.03989295805461056,0.7268464785755603,0.8304630499516527,0.04297055773884627,0.15658688677262655,20.00378364546126,16219586.272735946,0.002985406969077985,404.13,231.10,173.02
30,0,0.03718358016068162,0.04059321979262489,0.7266129424036902,0.8313899170521251,0.04254529528396183,0.15539054861054594,20.01393082066667,13028073.11375975,0.0029840525888702825,403.80,230.91,172.89
31,1,0.03706931727273124,0.03959131576173246,0.7291130866299247,0.8321174412624458,0.04365175807845204,0.15502812679702077,20.06386707383321,12157065.112183506,0.002982638451380621,414.45,241.05,173.40
32,1,0.03706844142234785,0.039363062774557804,0.729665917506629,0.8325523074453606,0.04304353422969011,0.1546767402574291,20.10611224964917,9842191.262824513,0.0029811646135702533,419.86,246.61,173.25
33,0,0.03691740490141369,0.04034325772077173,0.7278461718453876,0.8322815660590122,0.04229955201280304,0.15703617655203383,20.047327452642936,7582362.066737582,0.0029796311348051514,416.76,240.56,176.20
34,0,0.0369908225238999,0.04060940459140071,0.7245777705383033,0.8282087901665165,0.04305029427941446,0.15883548251022553,20.00378301906758,6615718.2926844545,0.0029780380768536156,414.82,239.40,175.42
35,0,0.03677677254017248,0.03967366838685137,0.7280806261826788,0.8320390078852352,0.041997770188828776,0.15539186805342967,20.08055613178409,20054203.997297194,0.0029763855038837887,405.01,230.86,174.14
36,0,0.03701771765339131,0.039548239819084244,0.7300924072549217,0.8331970983488578,0.04193992547163924,0.15455652423081734,20.0640799269658,4256538.331426369,0.0029746734824610687,419.36,245.38,173.98
37,0,0.0368714934303647,0.04024359724572892,0.7266492579556718,0.8285953798925443,0.04701982119478254,0.15642002100820687,19.934393677338793,13172947.92863288,0.0029729020815454288,407.36,234.14,173.22
38,0,0.03680786678309884,0.04022550408035869,0.7287949707006531,0.8315131460564046,0.04209842173330619,0.15447093596989211,20.015750710638933,21076515.33788368,0.0029710713724886394,405.15,231.46,173.69
39,0,0.03682730449300234,0.040036758457725745,0.7268391597431444,0.8298644506478612,0.04321702829340758,0.15603926570355137,19.9466814876968,23287353.223235793,0.002969181429031395,402.33,231.92,170.41
40,0,0.036698718054764934,0.03981813943503442,0.7281209574014949,0.8323828084463573,0.043338667355838585,0.15630226098756989,20.010160440801737,13431481.643593272,0.0029672323273003415,402.31,228.72,173.59
41,0,0.036768835877615307,0.04219409511442378,0.7162294184584347,0.8130994047868532,0.04791924063477838,0.16086687652107126,19.67657275465279,21244591.57489964,0.0029652241458050133,418.08,244.85,173.23
42,1,0.03688630598202314,0.03932139970270866,0.7305066872246658,0.833925830041258,0.04162339503512532,0.1546365482104287,20.132278130048245,7857760.591429044,0.002963156965434668,404.88,231.45,173.43
43,0,0.03671602867628171,0.039432008186928214,0.7291981285179334,0.8334920003109005,0.04153121050513842,0.15590851372513925,20.116998831335263,15308797.6104378,0.002961030869455029,406.06,231.46,174.60
44,0,0.036672920002147995,0.03986103293501474,0.7298865251831437,0.8325199482669451,0.0458824251005035,0.1547564297228878,19.9775782963203,13010889.191954812,0.0029588459435049333,403.91,231.50,172.41
45,0,0.03659084267627084,0.03937815702510022,0.729408294866668,0.8333018787874379,0.044917956528287346,0.15519700128108305,20.087880753503164,9357747.106696265,0.0029566022755928784,405.77,231.30,174.47
46,0,0.03661988330265832,0.03934296561408432,0.731115362695453,0.834789190793914,0.0433449997864731,0.1536978589666879,20.106247518492292,5189035.083131754,0.0029542999560934814,402.02,228.69,173.33
47,1,0.03668558567829954,0.0391733879565905,0.7309576572364943,0.8355862848701692,0.041581207561488726,0.1546381167260571,20.147895716988515,7345973.109961708,0.0029519390777438363,400.04,230.33,169.71
48,0,0.03669371202148818,0.03972034203328354,0.7288354701466031,0.8323392459899277,0.04377148140005517,0.1553101931212656,20.055980386325867,22470602.13931497,0.002949519735639778,401.14,228.31,172.83
49,0,0.0365736080675709,0.03944046701655846,0.7305467068394528,0.8339879754582682,0.04256904406013835,0.15462470979474505,20.114308888590763,13837318.839675318,0.0029470420272320543,405.66,231.82,173.84
50,0,0.03643183562220359,0.04042777271186442,0.7283479702599632,0.8329990776231401,0.041573816929847116,0.15539223914234326,20.092536507013072,12372996.178906992,0.002944506052322398,404.73,229.70,175.02
51,1,0.036562214741090525,0.03889067893481432,0.731020593214447,0.8357761894121261,0.041157203825085496,0.15473179835792475,20.161875435643488,9329457.04608036,0.0029419119130595093,407.85,233.44,174.42
52,0,0.03657735580760065,0.03953265607273194,0.7293142907969655,0.8330919612764186,0.04502523757714942,0.15530208556472908,20.037672923706804,13835430.524979144,0.002939259713934939,407.01,232.22,174.79
53,0,0.03654891457957746,0.039931027865778686,0.729494531206848,0.8332226534480907,0.043450608635079865,0.15424784136382552,20.059623093209353,6444503.567660497,0.0029365495617788813,405.35,231.29,174.06
54,0,0.03639835397672761,0.04387622601012998,0.7234030595524186,0.8317142790858947,0.04219408245202957,0.1561626289365448,20.11655943274426,8760335.784615686,0.0029337815657558696,405.05,231.20,173.85
55,0,0.036368360622129205,0.04017894714022823,0.7292522553317825,0.8333748571001336,0.043070054158900715,0.15622443808341854,20.06037427661935,9643743.442024436,0.0029309558373603805,405.87,232.43,173.44
56,0,0.03662808860510655,0.04028758570111755,0.7296505310172797,0.8333946623691048,0.04740504039945865,0.15378637867853395,20.00925721177524,7268215.309411431,0.002928072490412342,407.09,231.66,175.42
57,0,0.03640532728766097,0.03911293024803128,0.7312755986152941,0.8359494071206056,0.042137685989160505,0.1539930488426977,20.122182521471327,10125332.976400191,0.0029251316410525475,409.18,234.42,174.76
58,0,0.03643633275886241,0.039595443476197305,0.7312316293814155,0.8359235891836916,0.042137447055986856,0.15416682757076453,20.167866251951054,34080527.81162408,0.0029221334077379818,404.97,230.91,174.06
59,0,0.03651043122587831,0.03971249745364931,0.7285424988744535,0.8310258412830605,0.04400247221324957,0.15616636404568157,20.040821525162904,10285072.86512259,0.0029190779112370445,405.68,231.38,174.30
60,0,0.03645320941531469,0.03937797983990441,0.7300339645713789,0.8340307616890494,0.04224552493972821,0.15451873890099,20.070405367605414,49705036.589690626,0.0029159652746246906,408.33,233.02,175.32
61,0,0.03649008690364777,0.03932280584298539,0.7306144675361552,0.8349074241936338,0.04271276386577082,0.15508598912270022,20.129518660479626,11064838.096761288,0.0029127956232774675,430.86,248.67,182.19
62,0,0.03635872397022723,0.03925187384864283,0.732249545492943,0.8362677380194117,0.041700034392018956,0.15404110168635857,20.10409889064066,5524678.989390333,0.0029095690848684698,430.90,243.24,187.66
63,0,0.03640060568072088,0.039296017417424854,0.7300978164752372,0.8352802428754669,0.04165897980708122,0.1547854706713874,20.125410795451312,36080653.75356604,0.0029062857893621943,420.33,243.30,177.02
64,0,0.036276054922955915,0.03896695547897176,0.7310325829456292,0.8354781071824052,0.04190554659007507,0.15471199961288976,20.153044289797215,15658767.049698953,0.002902945869009305,412.78,234.33,178.45
65,0,0.036321925143806305,0.04025581883263199,0.7286875936336874,0.8330784797285224,0.04443945266869273,0.15626192418942617,19.90801052494367,11084519.166549936,0.0028995494583413067,411.00,237.82,173.17
66,0,0.036322451097354325,0.039763917411837164,0.7284566022579944,0.8324590816492055,0.043022605830229786,0.1564828813486198,20.031739653797544,8196956.059979239,0.0028960966941651263,406.16,231.87,174.29
