epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.12012783743086315,0.06537203835368448,0.5478599251828332,0.7318945809982825,0.06537203835368445,0.21169257115410722,17.39615188013528,5550003.932186604,5.9999999999999995e-05,545.17,371.88,173.28
2,1,0.056077569936003005,0.052959561410949416,0.642748323507643,0.7755674986879607,0.05295956141094942,0.1864104960023781,18.21309547493423,10485929.62168604,0.00011999999999999999,386.16,241.10,145.05
3,1,0.049023137849812604,0.0482325619221597,0.6763478513213171,0.7917247413869065,0.048232561922159745,0.17723191799460977,18.655801328483985,15615131.078248095,0.00017999999999999998,378.98,234.73,144.25
4,0,0.04795453944275168,0.048503940340113516,0.6823100260850312,0.7852891883700366,0.04850394034011352,0.1752586839855581,18.35845663466891,21352966.61130905,0.00023999999999999998,380.14,235.43,144.71
5,0,0.04747607659827284,0.0730780134908855,0.6796263773444194,0.7726094796173815,0.0730780134908855,0.1840851046234945,11.802501274656352,25556397.551089674,0.0003,376.29,232.90,143.39
6,1,0.045899539993328305,0.04717075582458707,0.691636970617633,0.7923370044372507,0.04717075582458705,0.1710656109009532,18.564679866251737,29105759.87914393,0.0003,379.91,235.55,144.35
7,1,0.0451778686523032,0.04580398802623008,0.6960693914173306,0.7950107315600207,0.045803988026230084,0.16981333929703432,18.62603475218234,30307147.258248158,0.0002999969890808995,377.24,233.49,143.75
