epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.08013620361888489,0.04691023301879085,0.5938390960343986,0.7664556643669156,0.05646173154032413,0.19636382241755868,18.068408971823356,7023750.041086152,0.00016,469.07,227.55,241.52
2,1,0.04266750200771961,0.04149088088794944,0.6437210542616253,0.7935855377843415,0.04988435110536175,0.17737233072471312,18.84329815456065,12125935.44671939,0.00032,466.30,226.31,239.99
3,1,0.0387819189857058,0.03807440538172295,0.6857543281263008,0.808343239908441,0.04571964366634447,0.16985668197586148,19.16895770450721,18607346.6646444,0.00048,467.78,227.51,240.27
4,1,0.03724280355789629,0.0366363587103868,0.6969934586981452,0.8144787923581358,0.04395487028490542,0.16675000550486327,19.332136172603295,16705647.669454588,0.00064,466.00,226.05,239.96
5,1,0.03614648293425031,0.03572072540132414,0.7063751596711492,0.8179444563657573,0.04288605186974273,0.1650056088352261,19.415422549762205,27416913.112397637,0.0008,467.03,227.06,239.96
6,1,0.034660213354493485,0.03509628876890756,0.7105843174764691,0.8227314415617265,0.04203260565647517,0.16198064054208006,19.438986192386892,36682588.27835638,0.0008,490.41,230.18,260.23
7,0,0.03389350625680012,0.03535011744174668,0.7124483694776821,0.8232292662976061,0.04245395764210614,0.1610170742691811,19.431591393291086,36627704.67508901,0.0007999919540991261,493.45,232.60,260.85
8,1,0.03333981747732682,0.03402722344903245,0.719028605763079,0.8277490867508782,0.04081775149969375,0.1590462397730005,19.62918859441883,41480742.383870564,0.0007999678167205924,489.16,229.90,259.27
9,1,0.032632009489905266,0.03367336163516252,0.7215797950824102,0.8309363777030877,0.04049999297532027,0.15806398408160502,19.678475583425083,37724836.41783081,0.0007999275888366487,470.20,229.62,240.58
10,1,0.03220666160895711,0.03339105534581721,0.7236973335681522,0.8328537040670521,0.04024296347576759,0.15620721747645816,19.60867943279985,58496250.981572345,0.0007998712720676683,471.75,230.54,241.20
11,0,0.0320494866974297,0.03350892785603658,0.723916567394123,0.8326786674691091,0.040293872261932796,0.15663669508508438,19.631039614838677,47802579.3627664,0.0007997988686820825,470.47,229.11,241.36
12,0,0.03179333400057287,0.03354177311821667,0.7250418771244286,0.8327737875798666,0.040505922385963844,0.15555113397430684,19.417053949045865,72138171.33497769,0.0007997103815962893,468.41,228.60,239.81
13,1,0.031427320914000884,0.03275289414255564,0.7269987341334471,0.835321850678771,0.039504922874685794,0.15416841454887928,19.8971619690482,47699019.32487955,0.0007996058143745353,467.75,227.97,239.78
14,1,0.030939374362327614,0.032387689555336774,0.7288383223392345,0.8366314002137253,0.038985722654029706,0.1536946474947935,19.546024762489946,83565250.44122203,0.0007994851712287732,466.36,226.56,239.80
15,0,0.03101786416353417,0.032704900016621234,0.7277723539278703,0.8360258024815775,0.03941430481924599,0.15452544917554958,19.80816366899033,79191510.30792722,0.0007993484570184912,469.26,228.92,240.33
16,0,0.030624550659538938,0.03319147953181716,0.7279706300984642,0.8353501157580174,0.04011436855801398,0.15407517525080994,19.53019149330311,75167334.15985936,0.0007991956772505179,485.46,244.90,240.55
17,0,0.030684965907209583,0.03253883171613642,0.7297878329448654,0.8377045412666364,0.03915996560242009,0.15351730529308896,19.594929308898976,101818408.84263122,0.0007990268380787998,499.27,240.27,259.00
