epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.5625115295656684,0.58360754435765,0.08842375019232288,0.28297123974324134,0.4339501372570001,0.7584109994884275,2.9541104133578315,460704.37033585145,0.00016,308.11,169.47,138.63
2,0,0.770667282091517,0.8290748379512681,0.04418817776534256,0.17247222785968425,0.7699836840952076,1.1927627456073024,-2.768181491877146,368802.7461164538,0.00032,308.70,169.26,139.44
3,0,1.0792319987095944,1.4094185914826285,0.02874796128615845,0.04963492529729948,1.5823563605115034,2.3239912855740332,-6.65308581976499,99932.74281284082,0.00048,308.21,168.27,139.94
4,0,1.554172269665465,2.205155710739214,0.16074196866079085,0.11080090668061433,2.7812719797886514,1.8127719634684965,-11.884387596793797,-52531.45860279482,0.00064,308.86,169.42,139.44
