epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.15239081673172056,0.07186638758459311,0.550357445642568,0.7323549410355263,0.06604511039061607,0.21199860440000243,17.581241349091275,3683461.522143843,0.00016,481.51,278.88,202.63
2,1,0.062101982376810645,0.05516297711005462,0.6493681824005745,0.7792203787732239,0.05344252535569423,0.1858593574432647,18.569533928580906,8248755.737592907,0.00032,421.08,248.94,172.14
3,1,0.05152748495745821,0.04911533870468824,0.6812760041675706,0.7992894755685387,0.04834898489927828,0.17589626832896674,18.928912067758866,18970186.4436121,0.00048,421.86,248.57,173.29
4,1,0.04778764645765428,0.047682476133234133,0.6970153788581562,0.8110768761539805,0.047420382625670825,0.16926701120348367,19.15559064593292,24234557.09309882,0.00064,423.35,253.33,170.03
5,1,0.045827726720749924,0.044297504831546375,0.7095670954544763,0.8173455448758199,0.04377901007911721,0.16389231039166163,19.39063887319703,28363065.137023088,0.0008,427.69,250.44,177.26
6,1,0.04227802608491612,0.04380775225722198,0.7123442310569943,0.8208546119467648,0.043026119241140026,0.16319373231111228,19.411308186065746,32420894.534654368,0.0008,435.92,259.55,176.37
7,1,0.04108705714750452,0.04192071341558538,0.7190544224807606,0.8255591528931102,0.04126422562532955,0.15966219767244252,19.575592642245084,33407852.66936779,0.0007999919540991261,436.14,258.22,177.92
8,1,0.040023875763627134,0.041635530985045986,0.7224933278301487,0.8287374990213896,0.04096928789226365,0.15765181227006775,19.639468509793858,47886470.95255869,0.0007999678167205924,429.17,257.19,171.98
9,1,0.03929359704306742,0.04066943893383068,0.7258490552456867,0.8307799400338804,0.040003479013726376,0.1557887926271812,19.69656751620405,51172347.97890583,0.0007999678167205924,566.71,292.82,273.89
10,1,0.038778478563541455,0.040267338569091586,0.7282441368329544,0.8334877528670137,0.03974719611468954,0.15405927853727783,19.827776597125904,47170688.328444995,0.0007999275888366487,483.10,241.35,241.76
11,1,0.0382044264197755,0.039844254399207385,0.7287690450891781,0.8336686596106407,0.03927809120142373,0.15420521686570465,19.839902156025122,47726934.88636414,0.0007998712720676683,470.04,233.33,236.70
12,0,0.03805565788683032,0.03985667913243319,0.7288647754756725,0.8348316288224741,0.03927964503440448,0.1540059668796314,19.873724047496506,53364346.56444452,0.0007997988686820825,475.10,238.55,236.55
13,1,0.03759246433825315,0.03956007478299779,0.7313765993344803,0.8369571120746662,0.03897581673969609,0.15216025831582752,19.856391953577358,64009050.40479442,0.0007997103815962893,467.35,230.76,236.59
14,1,0.037273580550539254,0.039500462543669235,0.732234869890167,0.837575052983327,0.03899985014036562,0.1519158989335028,19.881694400560068,59524691.68107993,0.0007996058143745353,465.84,229.64,236.20
15,1,0.03693117954749234,0.039216907085301934,0.731941509457986,0.837318558047935,0.038677486814498514,0.15214159917956196,19.92867508487425,61651620.09892424,0.0007994851712287732,485.80,239.72,246.08
