epoch,is_best,train_loss,valid_loss,ssim,ms_ssim,mae,gradient_mae,psnr,ncc,learning_rate,epoch_time_s,train_time_s,valid_time_s
1,1,0.029213851809623347,0.03222318253916313,0.741697967460382,0.8504717824155774,0.036351559084544675,0.14674523757731664,20.140368834017938,198847826.87602133,0.0001,478.19,251.65,226.54
2,0,0.02911504203565216,0.032270314315133,0.7418132277742484,0.8504215159997848,0.0364026821438889,0.14668829930457325,20.14967453998068,198308132.38400263,0.0001,485.74,250.47,235.27
3,0,0.029008136837389963,0.03230171371101373,0.7415415673920114,0.8500253565597458,0.03641465373319272,0.1467814292734708,20.11616327221267,197649894.9795317,0.0001,457.62,232.24,225.38
